,Key,Year initiated,original_post,title,url,Solution Source,VPN Solution,VPN Protocol,Endpoints,Olivia VPN Problem,Ryan VPN Problem,Sean VPN Problem,Final VPN Problem,VPN #
31,1023,2016,run anyconnect client environ io router 2921 headend devic upgrad clientpackag router latest version3113015 autoinstal packag client discov bug window base machin abl establish vpn connect anymor authent autoupgrad packag still work afterward error messag appear unabl similiar revert packag router back older version 3111004 bee autoinstal client newer buggi version connect way configur router forc downgrad client way work around manual uninstal packag client thank heinz,Automatic downgrade of Anyconnect Client (IOS Router),https://supportforums.cisco.com/discussion/12862321/automatic-downgrade-anyconnect-client-ios-router,VIP,,,,VPN Tunnel Not Coming Up,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
32,1050,2016,good day extens research found answer turn commun tri help friend setup vpn scenario nt dealt hope someon basic schemat site 1 1721623024 site 2 1721624024 asa site 1 17216235 linksi router w static public ip internet linksi router w static public ip asa site 2 17216245 scenario possibl port forward caveat need watch out read need rout in asa say site 1 asa say rout 17216240 2552552550 1111 point public ip local asa also read need addit rout in linksi router site 1 say rout 17216240 2552552550 17216235 point local asa interfac thank input suggest,Site-to-Site VPN Possible behind NAT routers on both ends?,https://supportforums.cisco.com/discussion/12759606/site-site-vpn-possible-behind-nat-routers-both-ends,community,,IPSEC,ASA,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
33,1107,2016,io router want setup ipsec tunnel between client unfortun overlap 10 network ip address possibl nat ip side client need nat well configur nat insid interfac 101342061 1921681566 nat occur packet get encrypt tunnel howev tunnel come up client use sonic firewal allow 192168156024 10910016 network see attach regard 2821 vpn ipsec,IPSec tunnel and policy Nat,https://supportforums.cisco.com/discussion/12752036/ipsec-tunnel-and-policy-nat,VIP,---------------------,IPsec,IOS,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,VPN Tunnel Not Coming Up,VPN Tunnel Not Coming Up,0
34,1108,2016,recruit new asa558520 would possibl copi vpn configur set old asa5505 load new asa5585  ye,ASA 5505,https://supportforums.cisco.com/discussion/12752011/asa-5505,VIP,,IPSEC,ASA5585-20,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
35,1146,2016,good morn configur vpn anyconnect ipsec asa firewal download profil neither connect secur gateway upload profil manual pc path c user user appdatalocalciscocisco anyconnect secur mobil client previous alreadi anyconnect instal anoth secur gateway everyth work correctli toward gateway moment tri instal anyconnect new secur gateway uninstal first older connect anymor old secur gateway obtain error new version anyconnect instal anyconnectwin3101065k9pkg anyconnect mobil connect without problem suggest thank support anyway luigi celest asa vpn anyconnect error cstp,"Cisco AnyConnect ""CSTP Not Enabled""",https://supportforums.cisco.com/discussion/12746861/cisco-anyconnect-cstp-not-enabled,VIP,---------------------,IPsec,ASA Firewall,VPN Feature Not Working,Customer Education/Configuration Assistance,VPN Tunnel Not Coming Up,VPN Feature Not Working,4
36,1166,2016,guy asa 5505 setup aseasi vpn client current setup use two interfac insid outsid test connect server work fine specif site reason restrict one interfac call insid lan whateverso need connect remot site client behind interfac also use reach easi vpn server possibl in first place obvious place default rout insid interfac anoth router provid internet connect easi vpn client insid,Easy VPN Client with one interface only,https://supportforums.cisco.com/discussion/12744366/easy-vpn-client-one-interface-only,VIP,Easy VPN,,ASA 5505,VPN feature not working,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
37,1168,2016,need appli dynam static map one interfac possibl isakmp polici 10 hash md5 authent preshar isakmp polici 11 encr 3de hash md5 authent preshar group 5 isakmp key hronov address 507665124 isakmp key pardubic address 0000 0000 ipsec transformset dynt esp3d espmd5hmac ipsec transformset esp3desmd5 esp3d espmd5hmac mode transport dynamicmap dyn 10 set transformset dynt map ipsec 10 ipsecisakmp dynam dyn map greandipsec 11 ipsecisakmp set peer 507665124 set transformset esp3desmd5 match address gre,Dynamic and Static crypto map on one interface,https://supportforums.cisco.com/discussion/12744161/dynamic-and-static-crypto-map-one-interface,VIP,,,,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
38,1180,2016,run asa 5525x os 94 1 asdm 75 1 use clientless webvpn portal page access select system 94 1 version notic yellow triangl exclam point flash homepag portal page notic function limit becom nuisanc end user gener continu support call think someth wrong anyon tell mean elimin thank,Cisco ASA 5525-X Clientless VPN WEBVPN Portal Page Issue,https://supportforums.cisco.com/discussion/12742666/cisco-asa-5525-x-clientless-vpn-webvpn-portal-page-issue,VIP,---------------------,---------------------,Cisco ASA 5525-X (OS 9.4(1) ASDM 7.5(1)),VPN Feature Not Working,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
39,1186,2016,would someon kind enough clarifi minor point asa fqdn asa1mycompanycom wish termin anyconnect session point dn entri sslvpnmycompanycom gener ident cert cn field fqdn asa vpn etc want make sure gener certif request correctli send ca slighli unsur whether make differ regard darren,Certificate Enrollment,https://supportforums.cisco.com/discussion/12741736/certificate-enrollment,community,,,ASA,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
40,1197,2016,tri vpn tunnel between io router asa 5505 theasa dynam ip everyth would ok nt understand new nat command in asa tell convert 834 version accesslist nonat extend permit ip 10110 2552552550 10210 2552552550 global outsid 1 interfac nat insid 0 accesslist nonat nat insid 1 0000 0000 use link http wwwciscocomcenussupportdocssecuritypix500seriessecuri thank help,ASA NAT in 8.4,https://supportforums.cisco.com/discussion/12739091/asa-nat-84,Cisco,,,ASA 5505,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
41,1235,2015,friend appar premium licens activ smartnet contract migrat apex free got sucess migrat could explain step step tk,Migrate Anyconnect Premium to Apex,https://supportforums.cisco.com/discussion/12736161/migrate-anyconnect-premium-apex,Cisco,,,,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
42,1247,2015,dear struggl understand debug output asa vpn configur remot checkpoint in short problem within p1 p2 rekey timer defin timer 28800 8 hour match up timer sinc checkpoint firewal automat delet p2 sa p1 rekey asa howev remain send packet use exist p2 sa remain lifetim run out said ipsec tunnel go down everi 6 hour strang sinc timer set 8 hour grab debug output asa found two messag within output succes tunnel come up 20151222 132617 local5 debug asahostnam asa7715080 group remotep ip remotep start p1 rekey timer 21600 second 20151222 132617 local5 debug asahostnam asa7715080 group remotep ip remotep start p2 rekey timer 24480 second indic rekey take place actual defin timer run out possibl run show ikev1 sa detail show ipsec sa peer valid timer 28800 second clear tunnel remain lifetim also match up p1 p2 show valu higher one set in debug output wonder timer valu differ in debug log opposit actual configur valu valu produc show command hope somebodi shed light hessel asa checkpoint s2 ipsec ike sa securityassoci lifetim second kilobyt sitetosit vpn,ASA &lt;> Checkpoint S2S VPN troubles,https://supportforums.cisco.com/discussion/12734506/asa-checkpoint-s2s-vpn-troubles,community,---------------------,IPsec,ASA,VPN Tunnel Flapping,VPN Feature Not Working,Customer Education/Configuration Assistance,VPN Feature Not Working,4
43,1330,2015,in scenario 3 devic 1st router connect anoth 2nd router ipsec site site vpn 2nd router connect ipsec site site 3rd asa firewal 1st router lan network 1921681024 connect 2nd router lan site site vpn 2nd router lan 1921682024 connect 1st router 3rd asa lan site site vpn middl devic 3rd asa fw lan 1921683024 connect 2nd router lan site site vpn question possibl 1st router network commun 3rd asa network chang config 1st router 2nd thank in advanc,VPN connectivity between three devices,https://supportforums.cisco.com/discussion/12720181/vpn-connectivity-between-three-devices,VIP,,IPSEC,Cisco Routers,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
44,1397,2015,hope someon may abl help realli annoy problem recent installedanyconnect vpn amacbook air 13inch mid 2011 machin 4 user account vpn visibl in applic menu one account cours one actual need vpn function softwar appear instal function start program open connect window menu command surround percent sign see attach problem screen cap 1 inact account vpn fulli function see attach problem screen cap 2 connect window open expect abl connect remot resourc requir vpn institut true whether anyconnect vpn instal within problem account anoth account given singl account problem think accountspecif set secur abl identifi differ in secur set anyon seen problem anyconnect specif know issu know sign in menu might indic sourc problem thank in advanc help advic,User account specific problem with AnyConnect VPN on Mac OS X Yosemite 10.10,https://supportforums.cisco.com/discussion/12708956/user-account-specific-problem-anyconnect-vpn-mac-os-x-yosemite-1010,community,---------------------,---------------------,"MacBook Air (13-inch, Mid 2011)",VPN Feature Not Working,Customer Education/Configuration Assistance,VPN Tunnel Not Coming Up,VPN Feature Not Working,4
45,1398,2015,find ipsec vpn redund use policybasedvpn hsrp document provid routebasedvpn redund hsrp vpn ikev2 hsrp failov redund router,Cisco IOS IPSec Failover | Route-Based-VPN with HSRP,https://supportforums.cisco.com/discussion/12708761/cisco-ios-ipsec-failover-route-based-vpn-hsrp,community,---------------------,IPsec,IOS,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
46,1402,2015,set up anyconnect replac ipsec vpn client sinc end life part process get ssl cert fqdn use got appli asa fine nt get warn safe issu use nonstandard port ssl vpn sinc 443 alreadi forward intern devicei unus public address outsid interfac asa nt know could use would like differ ip address ssl vpn nt mess port forward current in place read up proxi arp seem like could problemat could someon connect anoth cabl differ interfac asa 5512x assign interfac static want vpn sure work well site site vpn in place well asa listen two differ interfac time recap ip 1 primari nat address site site tunnel termin ipsec client vpn termin ip 2 want anyconnect client connect migrat cissco ipsec legaci client anyconnect key ca nt stop listen ip 1 site site connect thought thank vpn asa anyconnect,ASA- Multiple IPs for VPN,https://supportforums.cisco.com/discussion/12708486/asa-multiple-ips-vpn,VIP,,SSL VPN,ASA 5512-X,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
