Key,Year initiated,original_post,title,url,Solution Source,VPN Solution,VPN Protocol,Endpoints,Olivia VPN Problem,Ryan VPN Problem,Sean VPN Problem,Final VPN Problem,VPN #
806,2016,"Hi, How we can configure anyconnect (ssl) vpn on samsung and iphone. Thank you",Anyconnect vpn,https://supportforums.cisco.com/discussion/12931116/anyconnect-vpn,Cisco,,,Samsung and iPhone,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
822,2016,"Hello, I've CiscoASA 5550 with VPN Premium license & show version output it shows to licence for Anyconnect as. I want to understand what they refers AnyConnect Premium Peers: 4 perpetual AnyConnect Essentials: 5000 perpetual AnyConnect for Mobile: Enabled perpetual AnyConnect for Cisco VPN Phone: Disabled perpetual",Anyconnect License,https://supportforums.cisco.com/discussion/12928577/anyconnect-license,Cisco,,,ASA 5550,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
842,2016,"It is possible using DAP to assign different address pool for anyconnect users? Currently I'm checking if the PC has some elements like process, register key and applications enabled. If Yes-> Uses ACL ""Allow normal access"" If Not-> Uses ACL ""Restricted access"" Which works, but both computers uses the client address pool set under the Tunnel configuration tunnel-group remoteaccess general-attributes address-pool remoteaccess-pool1 It is possible to also dynamically set the address pool? If Yes-> Uses ACL ""Allow normal access"" & ""remoteaccess-pool 1 "" If Not-> Uses ACL ""Restricted access"" & ""remoteaccess-pool 2 "" Thank you! Rolando A. Valenzuela.",Anyconnect dynamic address pool,https://supportforums.cisco.com/discussion/12925496/anyconnect-dynamic-address-pool,community,,DAP?,,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
894,2016,"Hello! If I bought a shared Apex license, let's say for 2500 users and have it installed on4 different ASA boxes, now, can I still have 2500 concurrent vpn session on each box or the total number(2500) will be shared by 4? Thanks, Josh",AnyConnect shared Apex license,https://supportforums.cisco.com/discussion/12917936/anyconnect-shared-apex-license,VIP,,,,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
922,2016,"Hello Friends I´m noob with firewall and I create a VPN site-to-site with a customer with the follow informations: My site: 10.204.x.x/24 10.69.0.0/24 some others Site customer: 172.30.20.0/24 But the network from my site 10.69.0.0 is internal network of the customer, than they asked me to make a NAT when the network 10.69.0.0 is going to 172.30.20.0 the have to get out with the IP 172.30.100.0. Anyone knows what can I do to make this configurations works? Thanks",NAT with VPN,https://supportforums.cisco.com/discussion/12914741/nat-vpn,Cisco,,,,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
973,2016,"I have at network with at kind of special setup – 10.10.20.0/24 the gateway 10.10.20.1 is at router which route traffic for 172.16.137.0/24 to some hosted applications servers, all other traffic goes to our new ASA5506 10.10.20.2 which supply internet access and handles vpn connections – the problem is that when clients connects via VPN and tries to go to 172.16.137.40 (our hosted test server) there is no access – I can ping 172.16.137.40 from the ASA and from computers on 10.10.20.0/network – think I am missing some nat but can’t get my head around it ASA Version 9.5(1)! names ip local pool VPNPOOL 172.16.1.1-172.16.1.254 mask 255.255.255.0 ip local pool VPNTOOL2 172.16.2.1-172.16.2.254 mask 255.255.255.0! interface GigabitEthernet1/1 nameif outside security-level 0 ip address 1.2.3.4 255.255.255.252! interface GigabitEthernet1/2 nameif inside security-level 100 ip address 10.10.20.2 255.255.255.0! interface GigabitEthernet1/3 shutdown no nameif no security-level no ip address! interface GigabitEthernet1/4 shutdown no nameif no security-level no ip address! interface GigabitEthernet1/5 shutdown no nameif no security-level no ip address! interface GigabitEthernet1/6 shutdown no nameif no security-level no ip address! interface GigabitEthernet1/7 shutdown no nameif no security-level no ip address! interface GigabitEthernet1/8 nameif DMZ security-level 50 ip address 10.20.20.1 255.255.255.0! interface Management1/1 management-only no nameif no security-level no ip address! ftp mode passive same-security-traffic permit inter-interface same-security-traffic permit intra-interface object network BasicIt host 86.52.128.14 object network KMD subnet 84.255.64.64 255.255.255.224 object network sql host 10.10.20.9 object network BitRemote host 10.10.20.7 object network HTTPSFjern host 10.10.20.6 object network SMTP host 10.10.20.6 object network HttpDMZ host 10.20.20.2 object network NETWORK_OBJ_172.16.1.0_24 subnet 172.16.1.0 255.255.255.0 object network NETWORK_OBJ_172.16.2.0_24 subnet 172.16.2.0 255.255.255.0 object network 10.10.20.0_lan subnet 10.10.20.0 255.255.255.0 object network test host 10.10.20.44 object network NETWORK_OBJ_10.10.20.0_24 subnet 10.10.20.0 255.255.255.0 object network http_TSserver host 10.20.20.2 object network ServerExc host 10.10.20.6 object network VPN_Pool_tunnel subnet 172.16.1.0 255.255.255.0 object network remoteservers subnet 172.16.137.0 255.255.255.0 object network NETWORK_OBJ_10.20.20.0_24 subnet 10.20.20.0 255.255.255.0 access-list outside_access_in extended permit tcp object BasicIt object ServerExc eq 3389 access-list outside_access_in extended permit tcp any object ServerExc eq smtp access-list outside_access_in extended permit tcp any object HttpDMZ eq www access-list outside_access_in extended permit tcp any object ServerExc eq https access-list outside_access_in extended permit tcp any host 10.10.20.9 eq 444 access-list vpn_splitTunnelAcl standard permit 10.10.20.0 255.255.255.0 access-list vpn_splitTunnelAcl standard permit 172.16.137.0 255.255.255.0 access-list vpn_splitTunnelAcl standard permit 10.20.20.0 255.255.255.0 access-list VPNtest_splitTunnelAcl standard permit 10.10.20.0 255.255.255.0 pager lines 24 logging enable logging asdm informational mtu outside 1500 mtu inside 1500 mtu DMZ 1500 icmp unreachable rate-limit 1 burst-size 1 asdm image disk0:/asdm-752-153.bin no asdm history enable arp timeout 14400 no arp permit-nonconnected nat (DMZ,outside) source static NETWORK_OBJ_10.20.20.0_24 NETWORK_OBJ_10.20.20.0_24 destination static NETWORK_OBJ_172.16.1.0_24 NETWORK_OBJ_172.16.1.0_24 no-proxy-arp route-lookup nat (DMZ,outside) source static NETWORK_OBJ_10.20.20.0_24 NETWORK_OBJ_10.20.20.0_24 destination static NETWORK_OBJ_172.16.2.0_24 NETWORK_OBJ_172.16.2.0_24 no-proxy-arp route-lookup nat (inside,outside) source static NETWORK_OBJ_10.10.20.0_24 NETWORK_OBJ_10.10.20.0_24 destination static NETWORK_OBJ_172.16.2.0_24 NETWORK_OBJ_172.16.2.0_24 no-proxy-arp route-lookup nat (inside,outside) source static NETWORK_OBJ_10.10.20.0_24 NETWORK_OBJ_10.10.20.0_24 destination static NETWORK_OBJ_172.16.1.0_24 NETWORK_OBJ_172.16.1.0_24 no-proxy-arp route-lookup! object network ffktsql nat (inside,outside) static interface service tcp 444 444 object network BitRemote nat (inside,outside) static interface service tcp 3389 3389 object network HTTPSFjern nat (inside,outside) static interface service tcp https https object network SMTP nat (inside,outside) static interface service tcp smtp smtp object network http_TSserver nat (DMZ,outside) static interface service tcp www www! nat (DMZ,outside) after-auto source dynamic any interface nat (inside,outside) after-auto source dynamic any interface access-group outside_access_in in interface outside route outside 0.0.0.0 0.0.0.0 1.2.3.4 1 route inside 172.16.137.0 255.255.255.0 10.10.20.1 1 timeout xlate 3:00:00 timeout pat-xlate 0:00:30 timeout conn 1:00:00 half-closed 0:10:00 udp 0:02:00 icmp 0:00:02 timeout sunrpc 0:10:00 h323 0:05:00 h225 1:00:00 mgcp 0:05:00 mgcp-pat 0:05:00 timeout sip 0:30:00 sip_media 0:02:00 sip-invite 0:03:00 sip-disconnect 0:02:00 timeout sip-provisional-media 0:02:00 uauth 0:05:00 absolute timeout tcp-proxy-reassembly 0:01:00 timeout floating-conn 0:00:00 aaa-server SHV-dc01 protocol radius aaa-server SHV-dc01 (inside) host 10.10.20.7 key ***** radius-common-pw ***** user-identity default-domain LOCAL http server enable 4444 http 0.0.0.0 0.0.0.0 inside",VPN client route to different lan,https://supportforums.cisco.com/discussion/12883321/vpn-client-route-different-lan,community,,,ASA5506,VPN Tunnel Flapping,VPN Tunnel Not Coming Up,VPN Tunnel Not Coming Up,VPN Tunnel Not Coming Up,0
1006,2016,"Greetings, I'm hoping someone can help me on my issue. What I've done was create a DMVPN network between HUB A and spokes B & C. What I would like to do now is deny spoke top spoke traffic and only allow hub to spoke only. So far I've tried and none seem to do the trick, or maybe I'm not doing it correctly? 1. Eigrp and putting the dmvpn network while enabling split horizon eigrp X network. 2. A deny access list and adding it the tunnel interface 3. Disabling no ip nhrp redirect on the tunnel interface and removing ip nhrp shortcut from the spoke. Let me know what I can provide to help solve this. Thanks in advance! dmvpn eigrp deny spoke",DMVPN Deny Spoke to Spoke Traffic,https://supportforums.cisco.com/discussion/12879696/dmvpn-deny-spoke-spoke-traffic,VIP,DMVPN,,,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
1023,2016,"Hi, we are running an Cisco Anyconnect client environment with an IOS Router (2921) as the head-end device. We upgraded the clientpackage on the router to the latest version3.1.13015. After the auto-installation of this package on the clients we discovered a bug. Windows based machines are not able to establish a VPN connection anymore (Authentication and Auto-Upgrade of the package still works, but afterwards an error message appears (""unable to cannot"" or similiar). I reverted the package on the router back to an older version (3.1.11004), but this is not beeing auto-installed when a client with the newer (buggy) version connects. Is there any way to configure the router to force a downgrade to the clients, or is the only way to work around this to manually uninstall the package on the clients? Thanks Heinz",Automatic downgrade of Anyconnect Client (IOS Router),https://supportforums.cisco.com/discussion/12862321/automatic-downgrade-anyconnect-client-ios-router,VIP,,,,VPN Tunnel Not Coming Up,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
1050,2016,"Good day, After extensive research I have found no answer so I'm turning to the community. I'm trying to help a friend setup a VPN but it's a scenario I haven't dealt with and hope someone has. Here is the basic schematic; Site 1- 172.16.23.0/24 Site 2- 172.16.24.0/24 (ASA Site 1- 172.16.23.5)-------Linksys Router w/ Static Public IP-------Internet-------Linksys Router w/ Static Public IP-----(ASA Site 2- 172.16.24.5) Is this scenario possible with port forwarding? Any caveats I need to watch out for? I've read that I'll need a route in my ASA, say Site 1 ASA, that says... route 172.16.24.0 255.255.255.0 1.1.1.1 (Point to public IP of local ASA). I've also read I'll need an additional route in my linksys router (site 1) that says... route 172.16.24.0 255.255.255.0 172.16.23.5 (Point to local ASA interface) Thanks for any input and suggestions, A",Site-to-Site VPN Possible behind NAT routers on both ends?,https://supportforums.cisco.com/discussion/12759606/site-site-vpn-possible-behind-nat-routers-both-ends,community,,IPSEC,ASA,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
1107,2016,"Hi, I have a Cisco IOS router and want to setup an IPSec tunnel between myself and client. Unfortunately we both have overlapping 10 network IP addresses. Is it possible for me to just Nat the IPs on my side or does the client need to Nat as well? I have configured NAT on inside interface for 10.134.206.1 to 192.168.156.6 so that Nat occurs before packets get encrypted on tunnel, however tunnel is not coming up. The client uses a sonic firewall and has allowed 192.168.156.0/24 to their 10.91.0.0/16 network. See attached regards, #2821 #vpn #ipsec",IPSec tunnel and policy Nat,https://supportforums.cisco.com/discussion/12752036/ipsec-tunnel-and-policy-nat,VIP,---------------------,IPsec,IOS,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,VPN Tunnel Not Coming Up,VPN Tunnel Not Coming Up,0
